sequenceID,min.log.lambda,max.log.lambda
379_chr17,-2.178297404,inf
379_chr2,-2.654378757,inf
379_chr3,-1.914750597,inf
379_chr4,-1.624593299,inf
38_chr1,-0.925521685,inf
38_chr17,-100,1.058764161
38_chr2,-0.817247983,inf
38_chr3,-2.506822993,inf
38_chr4,-1.26993682,inf
380_chr1,-0.852954747,inf
380_chr11,-100,0.384889633
380_chr17,-2.048513491,inf
380_chr2,-2.725673218,inf
380_chr3,-3.300639254,inf
380_chr4,-2.39730425,inf
381_chr1,-2.705020116,inf
381_chr11,-1.756493428,inf
381_chr17,-2.094642915,inf
381_chr2,-2.720630511,inf
381_chr3,-2.229605719,inf
381_chr4,-2.093784849,inf
382_chr1,-1.360565513,inf
382_chr11,-100,0.448345521
382_chr17,-3.239630313,inf
382_chr2,-100,0.956979838
382_chr3,-2.742287153,inf
382_chr4,-3.326917042,inf
383_chr1,-0.953785984,inf
383_chr11,-2.684492492,inf
383_chr17,-2.170236136,inf
383_chr2,-1.395958601,inf
383_chr3,-2.943166338,inf
383_chr4,-1.980556882,inf
384_chr1,-1.637022961,inf
384_chr11,-1.912019457,inf
384_chr17,-2.466224375,inf
384_chr2,-3.020067148,inf
384_chr3,-3.406770472,inf
384_chr4,-3.59434199,inf
385_chr1,-1.779577471,inf
385_chr11,-2.040407342,inf
385_chr17,-1.679253913,inf
385_chr2,-2.624772093,inf
385_chr3,-2.493559723,inf
385_chr4,-1.345623103,inf
386_chr1,-1.258752292,inf
386_chr11,-2.848742388,inf
386_chr17,-2.150203335,inf
386_chr2,-1.518638743,inf
386_chr3,-3.100735587,inf
386_chr4,-1.644691848,inf
387_chr1,-1.06246582,inf
387_chr11,-100,2.249832646
387_chr17,-100,1.481895636
387_chr2,-3.525091687,inf
387_chr3,-3.561357158,inf
387_chr4,-1.948459144,inf
388_chr1,-0.472853296,inf
388_chr11,-2.782246055,inf
388_chr17,-2.442817021,inf
388_chr2,-2.348562878,inf
388_chr3,-2.998050201,inf
388_chr4,-1.446844506,inf
389_chr1,-0.005710063,inf
389_chr11,-3.091257676,inf
389_chr17,-2.254899295,inf
389_chr2,-0.447049707,inf
389_chr3,-2.272319481,inf
389_chr4,-1.905078113,inf
39_chr1,-0.326021572,inf
39_chr11,-100,1.911862868
39_chr17,-100,2.309751293
39_chr2,-3.355257251,inf
39_chr3,-2.677158777,inf
39_chr4,-2.272726624,inf
390_chr1,-2.721731512,inf
390_chr11,-1.401676216,inf
390_chr17,-2.283942656,inf
390_chr2,-2.842799565,inf
390_chr3,-3.619878501,inf
390_chr4,-3.228369795,inf
391_chr1,-0.561735567,inf
391_chr11,-1.491339924,inf
391_chr17,-2.532632195,inf
391_chr2,-2.496525758,inf
391_chr3,-2.57255286,inf
391_chr4,-2.258839291,inf
392_chr1,-2.273188582,inf
392_chr11,-2.389565913,inf
392_chr17,-2.12037418,inf
392_chr2,-1.588465849,inf
392_chr3,-2.045505991,inf
392_chr4,-1.999279029,inf
393_chr1,-0.812417839,inf
393_chr11,-3.098952372,inf
393_chr17,-3.534054607,inf
393_chr2,-3.674429306,inf
393_chr3,-3.026670186,inf
393_chr4,-2.815326139,inf
394_chr1,0.055272756,inf
394_chr11,-2.561396596,inf
394_chr17,-1.816276044,inf
394_chr2,-1.962300177,inf
394_chr3,-2.273751547,inf
394_chr4,-1.54826612,inf
395_chr1,0.179372509,inf
395_chr11,-2.355964396,inf
395_chr17,-2.178628549,inf
395_chr2,-1.270688036,inf
395_chr3,-2.38429215,inf
395_chr4,-0.938542797,inf
396_chr1,-0.369333576,inf
396_chr11,-2.66112407,inf
396_chr17,-2.613162136,inf
396_chr2,-1.84723404,inf
396_chr3,-2.391728851,inf
396_chr4,-1.387806595,inf
397_chr1,-1.185702765,inf
397_chr11,-2.639345718,inf
397_chr17,-2.258359887,inf
397_chr2,-2.346122404,inf
397_chr3,-2.294011206,inf
397_chr4,-1.378477612,inf
398_chr1,-0.419600167,inf
398_chr11,-2.223219123,inf
398_chr17,-2.330354701,inf
398_chr2,-1.872142482,inf
398_chr3,-2.269038985,inf
398_chr4,-1.759587117,inf
399_chr1,-0.59754568,inf
399_chr11,-3.196096842,inf
399_chr17,-2.395762399,inf
399_chr2,-1.915293683,inf
399_chr3,-2.857121479,inf
399_chr4,-1.310074766,inf
4_chr1,-100,3.265185386
4_chr11,-100,0.492585941
4_chr17,-100,2.137137104
4_chr2,-100,1.136432727
4_chr3,-100,2.272843464
4_chr4,-100,1.385650835
40_chr1,-100,1.900942619
40_chr11,-100,1.770546894
40_chr17,-0.840591006,inf
40_chr2,-100,1.995006759
40_chr3,-0.862261475,inf
40_chr4,0.623074386,inf
400_chr1,-0.055337238,inf
400_chr11,-100,1.734448272
400_chr17,-100,1.921013864
400_chr2,-100,0.994666925
400_chr3,-2.082321387,inf
400_chr4,-100,-0.164974895
401_chr1,-0.922305455,inf
401_chr11,-3.079352582,inf
401_chr17,-2.323207208,inf
401_chr2,-2.135779101,inf
401_chr3,-1.978495674,inf
401_chr4,-1.467913685,inf
402_chr1,-0.073693598,inf
402_chr11,-2.268559929,inf
402_chr17,-1.274362986,inf
402_chr2,-1.221953366,inf
402_chr3,-2.413361644,inf
402_chr4,-0.606399198,inf
403_chr1,0.003460268,inf
403_chr11,-2.286275411,inf
403_chr17,-3.559227406,inf
403_chr2,-2.44686502,inf
403_chr3,-2.139686124,inf
403_chr4,-1.683988251,inf
405_chr1,-1.840141313,inf
405_chr11,-3.16505293,inf
405_chr17,-3.920743488,inf
405_chr2,-2.491876405,inf
405_chr3,-3.688930317,inf
405_chr4,-2.922715581,inf
406_chr1,-0.507840642,inf
406_chr11,-2.700604341,inf
406_chr17,-2.069179309,inf
406_chr2,-2.342208486,inf
406_chr3,-2.62481628,inf
406_chr4,-1.254970797,inf
407_chr1,-1.022112765,inf
407_chr11,-2.023559548,inf
407_chr17,-2.805797234,inf
407_chr2,-1.746339677,inf
407_chr3,-1.337398921,inf
407_chr4,-1.026181524,inf
408_chr1,-0.612477648,inf
408_chr11,-2.273949702,inf
408_chr17,-1.652042584,inf
408_chr2,-2.199625129,inf
408_chr3,-3.029539632,inf
408_chr4,-1.864067183,inf
409_chr1,0.2124997,inf
409_chr11,-1.711213073,inf
409_chr17,-1.400311108,inf
409_chr2,-1.868132128,inf
409_chr3,-1.454419394,inf
409_chr4,-0.99352325,inf
41_chr1,-1.102054768,inf
41_chr11,-2.707115583,inf
41_chr17,-2.906367458,inf
41_chr2,-2.977245908,inf
41_chr3,-3.720891011,inf
41_chr4,-2.75466454,inf
410_chr1,-100,3.23827396
410_chr11,-1.316608296,inf
410_chr17,-100,1.58672201
410_chr2,-0.57711,inf
410_chr3,-1.91788384,inf
410_chr4,-0.602551771,inf
411_chr1,-1.865814928,inf
411_chr11,-3.051667943,inf
411_chr17,-2.906148692,inf
411_chr2,-1.793969724,inf
411_chr3,-2.53474293,inf
411_chr4,-2.571093918,inf
412_chr1,-0.763431652,inf
412_chr11,-100,2.273544335
412_chr17,-100,1.797450633
412_chr2,-2.439055436,inf
412_chr3,-2.806348455,inf
412_chr4,-100,0.702937956
413_chr1,-0.563619845,inf
413_chr11,-2.605788776,inf
413_chr17,-1.636617394,inf
413_chr2,-1.862224508,inf
413_chr3,-2.595141026,inf
413_chr4,-1.541448196,inf
414_chr1,-0.78075361,inf
414_chr11,-3.155548738,inf
414_chr17,-2.843931978,inf
414_chr2,-2.794237159,inf
414_chr3,-1.92413702,inf
414_chr4,-1.925279082,inf
415_chr1,0.794861714,inf
415_chr11,-1.725960303,inf
415_chr17,-1.874778097,inf
415_chr2,-1.016443719,inf
415_chr3,-1.835034045,inf
415_chr4,-1.395637305,inf
416_chr1,-0.188299208,inf
416_chr11,-2.549393447,inf
416_chr17,-0.983696302,inf
416_chr2,-2.375619225,inf
416_chr3,-3.100536767,inf
416_chr4,-1.450876563,inf
417_chr1,0.758976517,inf
417_chr11,-1.84046265,inf
417_chr17,-100,-0.454795284
417_chr2,-1.347416572,inf
417_chr3,-1.279092721,inf
417_chr4,-100,0.204337622
418_chr1,0.030185752,inf
418_chr11,-1.740121693,inf
418_chr17,-2.26868767,inf
418_chr2,-2.832163025,inf
418_chr3,-2.644290198,inf
418_chr4,-1.564008609,inf
419_chr1,0.827788229,inf
419_chr11,-100,1.770634898
419_chr2,-100,1.824284706
419_chr3,-2.540342286,inf
419_chr4,-100,-0.581100249
42_chr1,-0.556279277,inf
42_chr11,-1.39347105,inf
42_chr17,-0.793180322,inf
42_chr2,-2.280241607,inf
42_chr3,-2.530517173,inf
42_chr4,-2.764802714,inf
420_chr1,-100,1.355521547
420_chr11,-100,1.766218426
420_chr17,-100,0.939942468
420_chr2,-100,1.513865456
420_chr3,-1.111164905,inf
420_chr4,-0.581606161,inf
421_chr1,0.633040927,inf
421_chr11,-1.742957278,inf
421_chr17,-100,-1.978013512
421_chr2,-2.072527164,inf
421_chr3,-2.493954352,inf
421_chr4,-1.845640006,inf
422_chr1,0.439932995,inf
422_chr11,-2.026612867,inf
422_chr17,-0.282480162,inf
422_chr2,-1.373574253,inf
422_chr3,-2.300059854,inf
422_chr4,-1.428322705,inf
423_chr1,-0.056405131,inf
423_chr11,-1.840023079,inf
423_chr17,-0.222523103,inf
423_chr2,-1.465938664,inf
423_chr3,-2.232137945,inf
423_chr4,-1.615768478,inf
424_chr1,-1.090748233,inf
424_chr11,-2.291138864,inf
424_chr17,-1.231997808,inf
424_chr2,-2.071491129,inf
424_chr3,-2.628819041,inf
424_chr4,-1.605581092,inf
425_chr1,-1.255431854,inf
425_chr11,-2.746106412,inf
425_chr17,-1.945817593,inf
425_chr2,-2.303521441,inf
425_chr3,-3.673820147,inf
425_chr4,-2.2199163,inf
427_chr1,-0.767608264,inf
427_chr11,-1.528559557,inf
427_chr17,-1.469232064,inf
427_chr2,-2.219727543,inf
427_chr3,-2.097796739,inf
427_chr4,-2.479681707,inf
428_chr1,-0.731630869,inf
428_chr11,-2.93477844,inf
428_chr17,-1.873621127,inf
428_chr2,-2.987807027,inf
428_chr3,-3.499023149,inf
428_chr4,-2.225310008,inf
429_chr1,-2.166832682,inf
429_chr11,-100,0.970373054
429_chr17,-0.319885909,inf
429_chr2,-100,0.510200092
429_chr3,-3.826367589,inf
429_chr4,-1.728614423,inf
43_chr1,-1.672791216,inf
43_chr11,-2.208756802,inf
43_chr17,-0.616292231,inf
43_chr2,-2.527875867,inf
43_chr3,-2.081544519,inf
43_chr4,-2.166680945,inf
430_chr1,-0.399449914,inf
430_chr11,-1.63166848,inf
430_chr17,-1.981287321,inf
430_chr2,-2.042987164,inf
430_chr3,-2.067200661,inf
430_chr4,-2.194245214,inf
431_chr1,-1.137645101,inf
431_chr11,-100,1.993198751
431_chr17,-100,1.627617526
431_chr2,-2.038367627,inf
431_chr3,-3.22609124,inf
431_chr4,-1.223749052,inf
432_chr1,-0.006168635,inf
432_chr11,-1.923516731,inf
432_chr17,-0.960614564,inf
432_chr2,-2.147964872,inf
432_chr3,-2.967169303,inf
432_chr4,-1.556810141,inf
433_chr1,-2.265088056,inf
433_chr11,-2.786879289,inf
433_chr17,-1.525774487,inf
433_chr2,-100,0.546145395
433_chr3,-3.488505299,inf
433_chr4,-2.570943579,inf
434_chr1,-2.214639452,inf
434_chr11,-3.359091667,inf
434_chr17,-1.129164403,inf
434_chr2,-2.082352171,inf
434_chr3,-3.7606793,inf
434_chr4,-2.402438116,inf
435_chr1,-0.528013735,inf
435_chr11,-2.179799426,inf
435_chr17,-1.059762577,inf
435_chr2,-2.260312934,inf
435_chr3,-3.141473946,inf
435_chr4,-1.931558222,inf
436_chr1,-0.074857979,inf
436_chr11,-2.073543256,inf
436_chr17,-1.735788234,inf
436_chr2,-3.012500325,inf
436_chr3,-2.974785641,inf
436_chr4,-1.779586449,inf
437_chr1,-0.055303274,inf
437_chr11,-1.835099162,inf
437_chr17,-1.680558505,inf
437_chr2,-2.623272683,inf
437_chr3,-2.477696377,inf
437_chr4,-2.67857912,inf
438_chr1,0.010026205,inf
438_chr11,-1.947617043,inf
438_chr17,-1.543686376,inf
438_chr2,-2.408894763,inf
438_chr3,-2.681972163,inf
438_chr4,-1.418240086,inf
439_chr1,-0.258470283,inf
439_chr11,-1.515947901,inf
439_chr17,-1.614803243,inf
439_chr2,-2.260639139,inf
439_chr3,-2.96310086,inf
439_chr4,-2.059532866,inf
44_chr1,-100,0.413580566
44_chr11,-100,3.784314502
44_chr17,-100,2.734024442
44_chr2,-0.972854139,inf
44_chr3,-3.394526177,inf
44_chr4,-1.532885265,inf
440_chr1,-1.902715182,inf
440_chr11,-2.249217032,inf
440_chr17,-100,-0.376428162
440_chr2,-2.714679772,inf
440_chr3,-100,-0.166103224
440_chr4,-2.045983171,inf
441_chr1,-0.974689995,inf
441_chr17,-100,-0.0686126
441_chr2,-2.084119181,inf
441_chr3,-3.255648696,inf
441_chr4,-2.705645253,inf
442_chr1,0.111849492,inf
442_chr11,-2.047133029,inf
442_chr17,-2.066957913,inf
442_chr2,-3.148425869,inf
442_chr3,-2.552817887,inf
442_chr4,-1.511626053,inf
443_chr1,-0.210067986,inf
443_chr11,-2.4157704,inf
443_chr17,-1.525624326,inf
443_chr2,-2.936738946,inf
443_chr3,-1.666770476,inf
443_chr4,-1.552387922,inf
444_chr1,-0.648188496,inf
444_chr11,-1.79793864,inf
444_chr17,-1.204189704,inf
444_chr2,-2.204410827,inf
444_chr3,-3.405178451,inf
444_chr4,-1.132857795,inf
445_chr1,-100,1.472968311
445_chr11,-0.61533841,inf
445_chr17,-0.025459387,inf
445_chr2,-0.045862732,inf
445_chr3,-0.971420186,inf
445_chr4,-0.230162365,inf
446_chr1,-100,1.544104334
446_chr11,-100,1.888433799
446_chr17,-100,1.007921998
446_chr2,-100,1.727746534
446_chr3,-100,0.837515832
446_chr4,-2.09264803,inf
447_chr1,0.617821483,inf
447_chr11,-1.616155726,inf
447_chr17,-1.162332925,inf
447_chr2,-1.340008208,inf
447_chr3,-1.419100342,inf
447_chr4,-1.167136381,inf
448_chr1,0.209138219,inf
448_chr11,-1.360566945,inf
448_chr17,-1.650624222,inf
448_chr2,-3.146983783,inf
448_chr3,-1.957275248,inf
448_chr4,-2.281476741,inf
449_chr1,0.819075122,inf
449_chr11,-1.477104233,inf
449_chr17,-1.213039742,inf
449_chr2,-1.377962339,inf
449_chr3,-1.71588158,inf
449_chr4,-0.601162408,inf
45_chr1,-0.521072196,inf
45_chr11,-2.34728153,inf
45_chr17,-2.829987661,inf
45_chr2,-3.149256677,inf
45_chr3,-4.009234093,inf
45_chr4,-2.548456663,inf
450_chr1,-0.259018396,inf
450_chr11,-3.009270041,inf
450_chr17,-1.796936053,inf
450_chr2,-2.286931812,inf
450_chr3,-2.278055128,inf
450_chr4,-2.188415684,inf
451_chr1,1.050018811,inf
451_chr11,-1.355066571,inf
451_chr17,-1.714215668,inf
451_chr2,-2.427327718,inf
451_chr3,-1.94581584,inf
451_chr4,-0.668746461,inf
452_chr1,-0.196173039,inf
452_chr11,-2.65201463,inf
452_chr17,-1.05847059,inf
452_chr2,-1.990079878,inf
452_chr3,-2.055100742,inf
452_chr4,-1.938460446,inf
453_chr1,-1.973370714,inf
453_chr11,-2.814251387,inf
453_chr17,-1.722914322,inf
453_chr2,-2.476254001,inf
453_chr3,-1.755149731,inf
453_chr4,-3.156699817,inf
454_chr1,-2.513713729,inf
454_chr11,-2.774207876,inf
454_chr17,-0.801558081,inf
454_chr2,-100,0.855352207
454_chr3,-2.153934652,inf
454_chr4,-2.850543133,inf
455_chr1,-1.098156327,inf
455_chr11,-2.510979434,inf
455_chr17,-4.021029498,inf
455_chr2,-3.164891962,inf
455_chr3,-3.311420254,inf
455_chr4,-2.530443952,inf
456_chr1,-1.562072762,inf
456_chr11,-3.069485673,inf
456_chr17,-2.870529897,inf
456_chr2,-3.65130824,inf
456_chr3,-3.129340217,inf
456_chr4,-2.713469643,inf
457_chr1,-0.352630357,inf
457_chr11,-2.790155904,inf
457_chr17,-100,0.500725221
457_chr2,-4.042995403,inf
457_chr3,-3.065485697,inf
457_chr4,-1.527516825,inf
458_chr1,-2.87981269,inf
458_chr11,-3.37154856,inf
458_chr17,-1.453476941,inf
458_chr2,-2.58993975,inf
458_chr3,-3.066373245,inf
458_chr4,-3.465307365,inf
459_chr1,-1.804097827,inf
459_chr11,-3.869194138,inf
459_chr17,-0.740485126,inf
459_chr2,-3.508944362,inf
459_chr3,-2.350500593,inf
459_chr4,-3.006245093,inf
46_chr1,-100,1.840451631
46_chr11,-100,2.097149155
46_chr17,-100,1.283998467
46_chr2,-3.172368353,inf
46_chr3,-100,0.631919497
46_chr4,-100,1.536268559
460_chr1,-0.573802745,inf
460_chr11,-1.985625639,inf
460_chr17,-1.496684462,inf
460_chr2,-2.433547406,inf
460_chr3,-2.291421399,inf
460_chr4,-1.320308154,inf
462_chr1,-2.229345675,inf
462_chr11,-3.496757504,inf
462_chr17,-1.27257743,inf
462_chr2,-3.164698236,inf
462_chr3,-3.485613397,inf
462_chr4,-1.827455718,inf
463_chr1,-1.298260491,inf
463_chr11,-3.000915454,inf
463_chr17,-1.277879612,inf
463_chr2,-4.227984018,inf
463_chr3,-2.350275645,inf
463_chr4,-2.525184616,inf
464_chr1,-100,0.500988808
464_chr11,-4.063468882,inf
464_chr17,-1.005582532,inf
464_chr2,-100,0.903968897
464_chr3,-1.915078879,inf
464_chr4,-1.797395626,inf
465_chr1,-3.104553906,inf
465_chr11,-3.441059321,inf
465_chr17,-1.173649416,inf
465_chr2,-3.757755843,inf
465_chr3,-4.061300486,inf
465_chr4,-2.705073173,inf
466_chr1,-0.399228024,inf
466_chr11,-2.726214496,inf
466_chr17,-2.478731585,inf
466_chr2,-4.136190019,inf
466_chr3,-2.96103087,inf
466_chr4,-1.304465108,inf
468_chr1,-0.706516831,inf
468_chr11,-2.876319525,inf
468_chr17,-2.12307223,inf
468_chr2,-3.77321598,inf
468_chr3,-3.495868546,inf
468_chr4,-1.40033284,inf
469_chr1,-0.407247665,inf
469_chr11,-2.273431538,inf
469_chr17,-2.33840694,inf
469_chr2,-4.104541809,inf
469_chr3,-2.618447339,inf
469_chr4,-1.617544661,inf
47_chr1,1.057548934,inf
47_chr11,-0.848516806,inf
47_chr17,-0.923868179,inf
47_chr2,-0.916573229,inf
47_chr3,-1.294099287,inf
47_chr4,-0.032627224,inf
470_chr1,-0.776391356,inf
470_chr11,-2.379833037,inf
470_chr17,-100,0.684729544
470_chr2,-2.627239375,inf
470_chr3,-2.601755642,inf
470_chr4,-1.918591857,inf
471_chr1,-0.553478886,inf
471_chr11,-1.740073412,inf
471_chr17,-2.461419034,inf
471_chr2,-2.306566852,inf
471_chr3,-2.819272456,inf
471_chr4,-2.491168678,inf
472_chr1,-100,1.654348739
472_chr11,-0.536483812,inf
472_chr17,-0.493552442,inf
472_chr2,-0.375682775,inf
472_chr3,-0.617026293,inf
472_chr4,-0.470928759,inf
473_chr1,0.275000979,inf
473_chr11,-1.70942848,inf
473_chr17,-0.982729567,inf
473_chr2,-2.239802581,inf
473_chr3,-1.839953635,inf
473_chr4,-1.389255503,inf
474_chr1,-0.214854784,inf
474_chr11,-100,2.32870256
474_chr17,-100,2.583899644
474_chr2,-1.146062923,inf
474_chr3,-2.730617654,inf
474_chr4,-1.358545408,inf
475_chr1,-0.153907209,inf
475_chr11,-1.421330358,inf
475_chr17,-1.936700722,inf
475_chr2,-1.216785979,inf
475_chr3,-1.772856282,inf
475_chr4,-2.33130574,inf
476_chr1,-1.584201375,inf
476_chr11,-0.810323139,inf
476_chr17,-2.335368314,inf
476_chr2,0.118744954,inf
476_chr3,-1.667584563,inf
476_chr4,-0.730185849,inf
477_chr1,-0.33069492,inf
477_chr11,-1.510619622,inf
477_chr17,-1.21472918,inf
477_chr2,-1.308437085,inf
477_chr3,-2.535929676,inf
477_chr4,-1.690210382,inf
478_chr1,0.371056003,inf
478_chr11,-0.923811304,inf
478_chr17,-2.431932154,inf
478_chr2,-2.5139969,inf
478_chr3,-1.916612125,inf
478_chr4,-2.317749969,inf
479_chr1,0.145030757,inf
479_chr11,-100,0.896499443
479_chr17,-100,1.071901832
479_chr2,-2.986472045,inf
479_chr3,-2.414910604,inf
479_chr4,-2.3533151,inf
48_chr1,-1.292937656,inf
48_chr11,-3.456189971,inf
48_chr17,-2.864380434,inf
48_chr2,-3.316227611,inf
48_chr3,-2.961924916,inf
48_chr4,-3.772331911,inf
480_chr1,-0.418110648,inf
480_chr11,-1.569699259,inf
480_chr17,-1.784363372,inf
480_chr2,-2.012297813,inf
480_chr3,-2.622513212,inf
480_chr4,-1.519720497,inf
481_chr1,0.264478815,inf
481_chr11,-0.894279946,inf
481_chr17,-2.607661263,inf
481_chr2,-1.76038873,inf
481_chr3,-1.986461091,inf
481_chr4,-1.825575643,inf
482_chr1,-1.536205014,inf
482_chr11,-100,0.325064966
482_chr17,-100,-0.506052912
482_chr2,-100,0.37575842
482_chr3,-1.668919973,inf
482_chr4,-1.576807659,inf
483_chr1,0.532413284,inf
483_chr11,-1.469086769,inf
483_chr17,-2.18214302,inf
483_chr2,0.841603469,inf
483_chr3,-1.854795438,inf
483_chr4,-1.096068218,inf
484_chr1,-0.339302557,inf
484_chr11,-2.38394496,inf
484_chr17,-3.03789115,inf
484_chr2,-3.865072166,inf
484_chr3,-2.067125375,inf
484_chr4,-2.393292174,inf
485_chr1,-0.655887263,inf
485_chr11,-2.49845626,inf
485_chr17,-1.429933334,inf
485_chr2,-2.708406011,inf
485_chr3,-2.737546088,inf
485_chr4,-1.885237507,inf
486_chr1,0.715704127,inf
486_chr11,-1.568463484,inf
486_chr17,-2.164751763,inf
486_chr2,-3.140648417,inf
486_chr3,-1.991670085,inf
486_chr4,-1.394376722,inf
487_chr1,-0.469778449,inf
487_chr11,-100,1.427156201
487_chr17,-100,2.056601496
487_chr2,-100,0.106623131
487_chr3,-2.566736567,inf
488_chr1,-100,3.510083821
488_chr11,0.194716794,inf
488_chr17,-1.793331425,inf
488_chr2,-100,4.246364651
488_chr3,-0.648578829,inf
488_chr4,-1.255008167,inf
489_chr1,-2.495551214,inf
489_chr11,-4.13501412,inf
489_chr17,-2.838371965,inf
489_chr2,-4.396891011,inf
489_chr3,-3.438131629,inf
489_chr4,-3.236763112,inf
49_chr1,-1.293971597,inf
49_chr11,-3.066696492,inf
49_chr17,-2.678985524,inf
49_chr2,-3.335516791,inf
49_chr3,-3.568607094,inf
49_chr4,-2.365932468,inf
490_chr1,-1.055738968,inf
490_chr11,-4.61477598,inf
490_chr17,-1.407373623,inf
490_chr2,-1.604661493,inf
490_chr3,-2.648747307,inf
490_chr4,-2.058084785,inf
491_chr1,-1.418554585,inf
491_chr11,-2.349399369,inf
491_chr17,-0.494319777,inf
491_chr2,-1.518819027,inf
491_chr3,-2.325412898,inf
491_chr4,-2.249000962,inf
492_chr1,-0.450886176,inf
492_chr11,-1.02776374,inf
492_chr17,-0.240710482,inf
492_chr2,-1.221035454,inf
492_chr3,-1.151669189,inf
492_chr4,-1.749633584,inf
493_chr1,-0.176905081,inf
493_chr11,-1.852541828,inf
493_chr17,-0.906939823,inf
493_chr2,-1.799754,inf
493_chr3,-2.395094865,inf
493_chr4,-1.151598287,inf
494_chr1,-1.527108273,inf
494_chr11,-2.845288571,inf
494_chr17,-2.404165542,inf
494_chr2,-2.866577596,inf
494_chr3,-1.12356528,inf
494_chr4,-1.939426209,inf
495_chr1,-1.136639279,inf
495_chr11,-2.770973501,inf
495_chr2,-3.567526451,inf
495_chr3,-100,-0.042113308
495_chr4,-3.164282859,inf
496_chr1,-2.1172606,inf
496_chr11,-100,-1.205783715
496_chr17,-100,-0.951610512
496_chr2,-1.677659633,inf
496_chr3,-2.706980169,inf
496_chr4,-2.679239538,inf
498_chr1,-1.633125044,inf
498_chr11,-1.576102381,inf
498_chr17,-0.55102339,inf
498_chr2,-2.842716741,inf
498_chr3,-2.172705452,inf
498_chr4,-2.37945413,inf
499_chr1,-1.886430416,inf
499_chr11,-100,1.472924993
499_chr17,-100,0.863822119
499_chr2,-2.421191333,inf
499_chr3,-2.975100409,inf
499_chr4,-1.353710131,inf
5_chr1,-2.912532993,inf
5_chr11,-100,0.965293275
5_chr17,-100,0.435198844
5_chr2,-2.221291898,inf
5_chr3,-2.717464906,inf
5_chr4,-4.67850599,inf
50_chr1,-100,2.614066211
50_chr11,-100,1.077443804
50_chr17,-100,1.566481221
50_chr2,-100,1.242819203
50_chr3,-100,1.682166296
50_chr4,-1.876919164,inf
501_chr1,0.750173718,inf
501_chr11,0.524644021,inf
501_chr17,1.006033626,inf
501_chr2,1.013738869,inf
501_chr3,0.000155735,inf
501_chr4,2.370794273,inf
503_chr1,-2.308418847,inf
503_chr11,-100,1.797123516
503_chr17,-100,0.226541127
503_chr2,-100,0.817298608
503_chr3,-1.241838544,inf
503_chr4,-2.127564606,inf
504_chr1,-100,3.8237779
504_chr11,-0.976668435,inf
504_chr17,-100,0.477719678
504_chr2,-100,4.26314756
504_chr3,-0.989283199,inf
504_chr4,-0.225684159,inf
505_chr1,-100,3.751536542
505_chr11,-2.68183883,inf
505_chr17,-100,1.44225442
505_chr2,-100,1.870658971
505_chr3,-2.116434696,inf
505_chr4,-2.737599947,inf
506_chr1,1.327086712,inf
506_chr11,-0.679433398,inf
506_chr17,-0.545811766,inf
506_chr2,-0.523556565,inf
506_chr3,-0.918839484,inf
506_chr4,-0.598133931,inf
507_chr1,-0.019220832,inf
507_chr11,-0.419352762,inf
507_chr17,0.69864089,inf
507_chr2,-0.317382242,inf
507_chr3,-0.621033919,inf
507_chr4,-0.149495183,inf
508_chr1,2.356236995,inf
508_chr11,-100,5.637504079
508_chr17,-100,5.102279554
508_chr2,1.283542087,inf
508_chr3,-100,5.789238059
508_chr4,2.439261056,inf
509_chr1,-0.092521429,inf
509_chr11,-2.502950943,inf
509_chr17,-1.427074672,inf
509_chr2,-2.445477734,inf
509_chr3,-2.278881775,inf
509_chr4,-1.922691919,inf
51_chr1,0.012732238,inf
51_chr11,-2.207540593,inf
51_chr17,-2.65407858,inf
51_chr2,-2.957808098,inf
51_chr3,-3.103562596,inf
51_chr4,-1.646551779,inf
510_chr1,-1.478851201,inf
510_chr11,-3.148668874,inf
510_chr17,-2.447568903,inf
510_chr2,-2.093939925,inf
510_chr3,-2.039064005,inf
510_chr4,-2.010477163,inf
511_chr1,-0.324485171,inf
511_chr11,-1.981243777,inf
511_chr17,-2.240081846,inf
511_chr2,-2.397662357,inf
511_chr3,-3.096575616,inf
511_chr4,-1.355160194,inf
512_chr1,3.637147177,inf
512_chr11,2.814372452,inf
512_chr17,2.380697403,inf
512_chr2,2.254624214,inf
512_chr3,3.030732588,inf
512_chr4,3.038280659,inf
513_chr1,-2.281725578,inf
513_chr11,-100,1.66464475
513_chr17,-100,2.060149026
513_chr2,-4.01464003,inf
513_chr3,-3.531734727,inf
513_chr4,-2.039311697,inf
515_chr1,-1.82849643,inf
515_chr11,-1.747556762,inf
515_chr17,-1.35066414,inf
515_chr2,-1.452637845,inf
515_chr3,-2.588627846,inf
515_chr4,-2.745240664,inf
516_chr1,-100,0.476029533
516_chr11,-2.49464822,inf
516_chr17,-3.084109451,inf
516_chr2,-100,0.06700094
516_chr3,-3.156622735,inf
516_chr4,-3.236956865,inf
519_chr1,-1.362625275,inf
519_chr11,-2.278835446,inf
519_chr17,-3.050959718,inf
519_chr2,-3.193282291,inf
519_chr3,-2.598063418,inf
519_chr4,-2.82149531,inf
52_chr1,-0.452426661,inf
52_chr11,0.338716218,inf
52_chr17,-1.423887716,inf
52_chr2,-2.603863207,inf
52_chr3,-2.880834426,inf
52_chr4,-1.951310449,inf
520_chr1,3.471869335,inf
