sequenceID,log_lambda,total_labels,fp,fn
28_chr4,1.614202647204422,1,0,0
290_chr1,1.7501980023354358,1,0,0
290_chr11,1.5227830126997552,1,0,0
290_chr2,1.6047738008405017,1,0,0
290_chr3,1.55523479881416,1,0,0
290_chr4,1.4326183300679207,1,0,0
291_chr1,1.7744698392058145,1,0,0
291_chr11,1.557077128137304,1,0,0
291_chr17,1.5761462244678353,0,0,0
291_chr2,1.6586610167850495,1,0,0
291_chr3,1.611562712266506,1,0,0
291_chr4,1.50648771329857,1,0,0
294_chr1,1.8116106932111988,3,0,1
294_chr11,1.6102268623203686,1,0,0
294_chr2,1.7086424843059957,1,0,0
294_chr3,1.6535976917010051,1,0,0
294_chr4,1.61935972946482,1,0,0
295_chr1,1.8130397966809289,1,0,0
295_chr11,1.607522596743224,1,0,0
295_chr17,1.6243607736485148,1,0,0
295_chr2,1.7086424843059957,1,0,0
295_chr3,1.6535976917010051,1,0,0
295_chr4,1.6206242722269526,1,0,0
296_chr1,1.8053695817637068,1,0,0
296_chr11,1.6102268623203686,1,0,0
296_chr17,1.6206242722269526,1,0,0
296_chr2,1.7086424843059957,1,0,0
296_chr3,1.652565565295187,1,0,0
296_chr4,1.61935972946482,1,0,0
297_chr1,1.8119693354072994,1,0,0
297_chr11,1.6088802117007757,1,0,0
297_chr17,1.61935972946482,0,0,0
297_chr2,1.7079163219967186,1,0,0
297_chr3,1.652565565295187,1,0,0
297_chr4,1.6180854379591356,1,0,0
298_chr1,1.8101668981159638,1,0,0
298_chr11,1.606153850141491,1,0,0
298_chr17,1.6206242722269526,1,0,0
298_chr2,1.7071867066117268,1,0,0
298_chr3,1.652565565295187,1,0,0
298_chr4,1.6218792042124106,1,0,0
299_chr1,1.8300840639548146,1,0,0
299_chr11,1.6385100869349585,1,0,0
299_chr17,1.6515267696058114,0,0,0
299_chr2,1.7375812749434183,0,0,0
299_chr3,1.6885533075517642,1,0,0
299_chr4,1.657661072489074,1,0,0
29_chr1,1.8172417039711923,1,0,0
29_chr11,1.6047738008405017,1,0,0
29_chr14,1.5040351003996315,1,0,0
29_chr17,1.6362353204949376,1,0,0
29_chr2,1.691818616362426,0,0,0
29_chr3,1.654623228243748,1,0,0
29_chr4,1.6102268623203686,1,0,0
2_chr1,1.8256093633196335,3,0,0
2_chr11,1.6280143374292215,1,0,0
2_chr17,1.6429663002001658,1,0,0
2_chr19,1.4096066464289525,2,0,1
2_chr2,1.7244565609458455,3,0,0
2_chr3,1.677443815276561,1,0,0
2_chr4,1.6504812238075268,1,0,0
2_chrX,1.5660066297600124,2,0,0
300_chr1,1.8303982166304003,0,0,0
300_chr11,1.639635655072424,1,0,0
300_chr17,1.6504812238075268,0,0,0
300_chr2,1.7387734191348363,0,0,0
300_chr3,1.6901945189330263,1,0,0
300_chr4,1.6635689618373102,1,0,0
301_chr1,1.8256093633196335,1,0,0
301_chr11,1.6280143374292215,1,0,0
301_chr17,1.6429663002001658,1,0,0
301_chr2,1.729592297654431,1,0,0
301_chr3,1.6826692947241089,1,0,0
301_chr4,1.641863663944111,1,0,0
302_chr1,1.8072340791289145,1,0,0
302_chr11,1.607522596743224,1,0,0
302_chr17,1.6180854379591356,0,0,0
302_chr2,1.7064536073163994,1,0,0
302_chr3,1.6515267696058114,1,0,0
304_chr1,1.7988398165863733,0,0,0
304_chr11,1.6019790905057438,1,0,0
304_chr17,1.5793972284736488,1,0,0
304_chr2,1.6950167820135742,1,0,0
304_chr3,1.6440614850208792,1,0,0
304_chr4,1.5642571600471569,1,0,0
305_chr1,1.8130397966809289,1,0,0
305_chr11,1.606153850141491,1,0,0
305_chr17,1.6304056399335578,0,0,0
305_chr2,1.7034857400507994,1,0,0
305_chr3,1.657661072489074,1,0,0
305_chr4,1.6102268623203686,1,0,0
306_chr1,1.814454486992159,0,0,0
306_chr11,1.6180854379591356,1,0,0
306_chr2,1.7191403569389776,1,0,0
306_chr3,1.6711198562827467,1,0,0
306_chr4,1.612887921665338,1,0,0
307_chr1,1.8259338212281342,0,0,0
307_chr11,1.6243607736485148,1,0,0
307_chr17,1.6451493117368803,1,0,0
307_chr2,1.7302221415008947,1,0,0
307_chr3,1.6809467148946111,1,0,0
307_chr4,1.6473032557366176,1,0,0
308_chr1,1.8137489263797582,1,0,0
308_chr11,1.6019790905057438,1,0,0
308_chr17,1.6280143374292215,1,0,0
308_chr2,1.6852181727139932,1,0,0
308_chr3,1.652565565295187,1,0,0
308_chr4,1.5841605801847392,1,0,0
309_chr1,1.8148059394132667,1,0,0
309_chr11,1.6047738008405017,1,0,0
309_chr17,1.6304056399335578,1,0,0
309_chr2,1.7042330915198087,1,0,0
309_chr3,1.6556422529709331,1,0,0
309_chr4,1.599137017997089,1,0,0
30_chr1,1.8083410570287406,1,0,0
30_chr11,1.6033822739252712,1,0,0
30_chr17,1.611562712266506,0,0,0
30_chr2,1.7079163219967186,1,0,0
30_chr3,1.6494288456372879,1,0,0
30_chr4,1.6180854379591356,1,0,0
30_chr7,1.5589001622577283,1,0,0
310_chr1,1.8233166761557937,1,0,0
310_chr11,1.6243607736485148,0,0,0
310_chr17,1.6350859153080564,0,0,0
310_chr2,1.7257569610137753,1,0,0
310_chr3,1.6756626832965449,1,0,0
310_chr4,1.641863663944111,1,0,0
311_chr1,1.8182727521228248,2,0,0
311_chr11,1.6088802117007757,2,0,1
311_chr15,1.4912513280732116,3,0,0
311_chr16,1.5015489517809617,3,0,0
311_chr17,1.6373766762290247,1,0,0
311_chr2,1.7143310441709676,1,0,0
311_chr20,1.4912513280732116,2,0,1
311_chr3,1.6692655480168836,1,0,0
311_chr4,1.6206242722269526,1,0,0
311_chr7,1.5887942507576207,3,0,0
311_chr9,1.5607042729746456,1,0,0
312_chr11,1.6019790905057438,0,0,0
312_chr17,1.6102268623203686,0,0,0
312_chr2,1.702734744296014,1,0,0
312_chr3,1.640753481184427,1,0,0
312_chr4,1.611562712266506,1,0,0
313_chr1,1.8236465284091044,1,0,0
313_chr11,1.6180854379591356,1,0,0
313_chr17,1.6385100869349585,1,0,0
313_chr2,1.7157206962546658,1,0,0
313_chr3,1.672038928909586,1,0,0
313_chr4,1.6255876731852767,1,0,0
314_chr1,1.8119693354072994,3,0,0
314_chr11,1.611562712266506,1,0,0
314_chr14,1.5015489517809617,2,0,0
314_chr17,1.6385100869349585,1,0,0
314_chr2,1.7057169928720943,1,0,0
314_chr3,1.6504812238075268,1,0,0
314_chr4,1.6047738008405017,1,0,0
314_chr5,1.6429663002001658,2,0,1
314_chr8,1.5642571600471569,2,0,0
314_chr9,1.5476647089811362,0,0,0
314_chrX,1.5271796258079011,1,0,0
315_chr1,1.8213209662317569,1,0,0
315_chr11,1.612887921665338,1,0,0
315_chr17,1.6373766762290247,1,0,0
315_chr2,1.7136314427104262,1,0,0
315_chr3,1.6683301937789266,1,0,0
315_chr4,1.6243607736485148,1,0,0
316_chr1,1.8189559127835908,2,0,1
316_chr10,1.5761462244678353,2,0,1
316_chr11,1.611562712266506,2,0,1
316_chr12,1.652565565295187,2,0,1
316_chr15,1.4746366515748413,3,0,1
316_chr17,1.6280143374292215,2,0,1
316_chr19,1.3835365735581087,1,0,1
316_chr2,1.7057169928720943,1,0,1
316_chr20,1.4964725796851872,2,0,1
316_chr3,1.6616238585115888,1,0,0
316_chr4,1.607522596743224,2,0,0
316_chr7,1.5744972839952205,3,0,0
317_chr1,1.7873848498299765,0,0,0
317_chr11,1.6304056399335578,1,0,0
317_chr17,1.6440614850208792,0,0,0
317_chr2,1.7177816995013306,0,0,0
317_chr3,1.666442781379039,1,0,0
317_chr4,1.6304056399335578,1,0,0
318_chr1,1.8229860394942123,1,0,0
318_chr11,1.6255876731852767,0,0,0
318_chr17,1.6304056399335578,0,0,0
318_chr2,1.7191403569389776,1,0,0
318_chr3,1.676555766240811,1,0,0
318_chr4,1.6451493117368803,1,0,0
319_chr1,1.827864784902705,1,0,0
319_chr11,1.6280143374292215,1,0,0
319_chr17,1.6473032557366176,1,0,0
319_chr2,1.735775060181448,1,0,0
319_chr3,1.6818103694507691,1,0,0
319_chr4,1.6556422529709331,1,0,0
31_chr1,1.8665800613969639,1,0,0
31_chr11,1.6965914837958764,1,0,0
31_chr17,1.7071867066117268,1,0,0
31_chr2,1.7956597852571103,1,0,0
31_chr3,1.785670861822471,1,0,0
31_chr4,1.7523810495773449,1,0,0
320_chr1,1.8272241149214201,1,0,0
320_chr11,1.6231246605584686,1,0,0
320_chr17,1.6462298719826172,1,0,0
320_chr2,1.7333324067158664,1,0,0
320_chr3,1.6852181727139932,1,0,0
320_chr4,1.6494288456372879,1,0,0
321_chr1,1.827864784902705,1,0,0
321_chr11,1.6304056399335578,1,0,0
321_chr17,1.6440614850208792,1,0,0
321_chr2,1.7289598092914389,1,0,0
321_chr3,1.6818103694507691,1,0,0
321_chr4,1.652565565295187,1,0,0
322_chr1,1.8108906498280444,1,0,0
322_chr11,1.590311111517258,1,0,0
322_chr17,1.6280143374292215,1,0,0
322_chr2,1.698923917545755,1,0,0
322_chr3,1.6586610167850495,1,0,0
322_chr4,1.60056406759735,1,0,0
323_chr1,1.8252841449754358,1,0,0
323_chr11,1.6280143374292215,0,0,0
323_chr17,1.640753481184427,0,0,0
323_chr2,1.7289598092914389,0,0,0
323_chr3,1.676555766240811,1,0,0
323_chr4,1.6451493117368803,1,0,0
324_chr1,1.8038600500188664,1,0,0
324_chr11,1.5761462244678353,0,0,0
324_chr17,1.6218792042124106,0,0,0
324_chr2,1.6701954155939902,1,0,0
324_chr3,1.6304056399335578,1,0,0
324_chr4,1.562489821742864,1,0,0
325_chr1,1.8294536087185542,1,0,0
325_chr11,1.6350859153080564,1,0,0
325_chr17,1.6462298719826172,1,0,0
325_chr2,1.7375812749434183,1,0,0
325_chr3,1.6877261782437236,1,0,0
325_chr4,1.6566548425881231,1,0,0
326_chr1,1.8303982166304003,1,0,0
326_chr11,1.639635655072424,1,0,0
326_chr17,1.6515267696058114,1,0,0
326_chr2,1.739956130141644,1,0,0
326_chr3,1.6901945189330263,1,0,0
326_chr4,1.6645326805160583,1,0,0
327_chr1,1.8303982166304003,1,0,0
327_chr11,1.639635655072424,1,0,0
327_chr17,1.6515267696058114,0,0,0
327_chr2,1.7393659450381507,1,0,0
327_chr3,1.6893760735113401,1,0,0
327_chr4,1.6635689618373102,1,0,0
328_chr1,1.8249581628371414,0,0,0
328_chr11,1.6218792042124106,1,0,0
328_chr17,1.639635655072424,1,0,0
328_chr2,1.7264029897812705,1,0,0
328_chr3,1.676555766240811,1,0,0
328_chr4,1.641863663944111,1,0,0
329_chr1,1.796061199144026,2,0,0
329_chr11,1.5918145056013675,2,0,1
329_chr17,1.6168012568351087,3,0,0
329_chr18,1.4397184637016933,2,0,1
329_chr2,1.6835235388561318,1,0,0
329_chr3,1.6268054862616488,1,0,0
329_chr4,1.582587535887981,4,0,2
329_chr6,1.5793972284736488,2,0,1
329_chr8,1.535660233235027,2,0,1
329_chr9,1.537718545324583,2,0,0
32_chr1,1.8246314135245805,1,0,0
32_chr11,1.6268054862616488,1,0,0
32_chr17,1.641863663944111,1,0,0
32_chr2,1.723144887052054,1,0,0
32_chr3,1.672952691374451,1,0,0
32_chr4,1.6385100869349585,1,0,0
330_chr1,1.7940427199665683,3,0,0
330_chr11,1.5809998372418241,1,0,0
330_chr15,1.4858773557530183,3,0,2
330_chr16,1.4252465486463906,2,0,1
330_chr17,1.6168012568351087,3,0,1
330_chr2,1.6996936443146262,1,0,0
330_chr3,1.6231246605584686,1,0,0
330_chr4,1.61935972946482,1,0,0
331_chr1,1.7936355706493905,2,0,0
331_chr11,1.5947817710037706,5,0,1
331_chr12,1.6504812238075268,3,0,0
331_chr16,1.4431723270012284,2,0,0
331_chr17,1.6231246605584686,5,0,2
331_chr2,1.6934259303119472,2,0,0
331_chr20,1.4858773557530183,2,0,1
331_chr4,1.599137017997089,6,0,2
331_chr5,1.6440614850208792,2,0,0
331_chr6,1.6019790905057438,4,0,2
332_chr1,1.7648406636424683,2,0,0
332_chr10,1.493880539808272,3,0,0
332_chr11,1.5417646344281224,1,0,0
332_chr12,1.5761462244678353,2,0,0
332_chr13,1.3740303948169557,1,0,0
332_chr14,1.4012920835590674,2,0,0
332_chr16,1.436201191916192,1,0,0
332_chr17,1.5437533966819692,1,0,0
332_chr18,1.3788396218579066,2,0,1
332_chr2,1.6494288456372879,1,0,0
332_chr3,1.562489821742864,1,0,0
332_chr4,1.5015489517809617,2,0,0
332_chr6,1.4964725796851872,3,0,1
332_chr7,1.524994838195378,3,0,1
332_chr8,1.5015489517809617,1,0,0
332_chr9,1.4626737779454593,1,0,0
332_chrX,1.4096066464289525,1,1,0
333_chr1,1.8233166761557937,1,0,0
333_chr11,1.6168012568351087,1,0,0
333_chr17,1.6385100869349585,1,0,0
333_chr2,1.7270462672679818,1,0,0
333_chr3,1.6738612006698723,1,0,0
333_chr4,1.6280143374292215,1,0,0
334_chr1,1.827864784902705,1,0,0
334_chr11,1.631588328253238,1,0,0
334_chr17,1.6462298719826172,1,0,0
334_chr2,1.7320960110184258,1,0,0
334_chr3,1.6843731492759335,1,0,0
334_chr4,1.6494288456372879,1,0,0
335_chr1,1.8297691956748992,1,0,0
335_chr11,1.633928354228994,1,0,0
335_chr17,1.6473032557366176,1,0,0
335_chr2,1.736981621182782,1,0,0
335_chr3,1.6885533075517642,1,0,0
335_chr4,1.654623228243748,1,0,0
336_chr1,1.8148059394132667,1,0,0
336_chr11,1.6047738008405017,1,0,0
336_chr17,1.6292143487645936,0,0,0
336_chr2,1.7079163219967186,1,0,0
336_chr3,1.6535976917010051,1,0,0
336_chr4,1.5962460680403698,1,0,0
337_chr1,1.8265804690638883,1,0,0
337_chr11,1.6280143374292215,1,0,0
337_chr17,1.6462298719826172,1,0,0
337_chr2,1.7320960110184258,1,0,0
337_chr3,1.677443815276561,1,0,0
337_chr4,1.6462298719826172,1,0,0
338_chr1,1.8259338212281342,1,0,0
338_chr11,1.6280143374292215,1,0,0
338_chr17,1.6440614850208792,1,0,0
338_chr2,1.7283246555495033,1,0,0
338_chr3,1.676555766240811,1,0,0
338_chr4,1.6385100869349585,1,0,0
339_chr1,1.8239755997460028,1,0,0
339_chr11,1.6168012568351087,1,0,0
339_chr17,1.6429663002001658,1,0,0
339_chr2,1.7164108008381669,1,0,0
339_chr3,1.672952691374451,1,0,0
339_chr4,1.631588328253238,1,0,0
33_chr1,1.8687273871810708,2,0,1
33_chr11,1.6958061324630038,1,0,0
33_chr17,1.7064536073163994,1,0,0
33_chr2,1.7956597852571103,1,0,0
33_chr3,1.7861012816874497,3,0,1
33_chr4,1.7534605989414096,1,0,0
33_chr6,1.7257569610137753,2,0,1
33_chr7,1.6965914837958764,2,0,1
33_chr8,1.742872541341305,1,0,0
33_chr9,1.6606423387649303,1,0,0
340_chr1,1.8165500881451258,2,0,1
340_chr11,1.6102268623203686,1,0,0
340_chr17,1.6385100869349585,1,0,0
340_chr19,1.4012920835590674,1,0,0
340_chr2,1.7079163219967186,1,0,0
340_chr3,1.657661072489074,1,0,0
340_chr4,1.6088802117007757,1,0,0
340_chr6,1.6180854379591356,3,0,1
340_chr9,1.5533727917527633,2,0,1
341_chr1,1.8262575220377497,3,0,0
341_chr10,1.612887921665338,1,0,1
341_chr11,1.6268054862616488,2,0,2
341_chr12,1.672038928909586,1,0,1
341_chr14,1.520543522634296,1,0,0
341_chr17,1.6429663002001658,1,0,1
341_chr2,1.7204869760912846,1,0,0
341_chr21,1.3367528183009176,1,0,1
341_chr3,1.6701954155939902,2,0,2
341_chr4,1.633928354228994,3,0,0
341_chr5,1.6673892921414593,1,0,0
341_chr6,1.6304056399335578,2,0,0
341_chr7,1.5947817710037706,2,0,2
341_chr9,1.5761462244678353,2,0,0
341_chrX,1.572832342456985,1,0,1
342_chr1,1.8272241149214201,1,0,0
342_chr11,1.6268054862616488,1,0,0
342_chr12,1.6783268831289937,1,0,0
342_chr14,1.533577726591972,1,0,0
342_chr17,1.6451493117368803,1,0,0
342_chr2,1.7257569610137753,1,0,0
342_chr3,1.6792050217206924,1,0,0
342_chr4,1.6440614850208792,1,0,0
343_chr1,1.8243038936356253,1,0,0
343_chr11,1.6231246605584686,1,0,0
343_chr15,1.4912513280732116,1,0,0
343_chr17,1.640753481184427,1,0,0
343_chr2,1.7257569610137753,1,0,0
343_chr3,1.6701954155939902,1,0,0
343_chr4,1.6280143374292215,1,0,0
343_chrX,1.569453284877013,1,0,0
344_chr1,1.820985548494096,1,0,0
344_chr11,1.6088802117007757,1,0,0
344_chr17,1.6373766762290247,1,0,0
344_chr2,1.7093652239769999,0,0,0
344_chr3,1.6635689618373102,1,0,0
344_chr4,1.61935972946482,1,0,0
345_chr1,1.8281840120059292,1,0,0
345_chr11,1.631588328253238,1,0,0
345_chr17,1.6451493117368803,1,0,0
345_chr2,1.735168116281128,1,0,0
345_chr3,1.6860586552156356,1,0,0
345_chr4,1.6473032557366176,1,0,0
346_chr1,1.8179299142439982,1,0,0
346_chr11,1.612887921665338,1,0,0
346_chr17,1.639635655072424,1,0,0
346_chr2,1.702734744296014,1,0,0
346_chr3,1.6556422529709331,1,0,0
346_chr4,1.6102268623203686,1,0,0
347_chr1,1.8199744235075084,1,0,0
347_chr11,1.6102268623203686,1,0,0
347_chr17,1.640753481184427,1,0,0
347_chr2,1.7143310441709676,1,0,0
347_chr3,1.6616238585115888,1,0,0
347_chr4,1.6168012568351087,1,0,0
348_chr1,1.8175862328301113,1,0,0
348_chr11,1.607522596743224,1,0,0
348_chr13,1.4964725796851872,1,0,0
348_chr14,1.50648771329857,1,0,0
348_chr17,1.6350859153080564,1,0,0
348_chr2,1.7071867066117268,1,0,0
348_chr3,1.6586610167850495,1,0,0
348_chr4,1.6168012568351087,1,0,0
349_chr1,1.7468618712420882,2,0,0
349_chr11,1.4717169160496426,1,0,0
349_chr17,1.5761462244678353,2,0,1
349_chr2,1.5793972284736488,2,0,1
349_chr3,1.5136524718106426,1,0,0
349_chr4,1.4431723270012284,1,0,0
34_chr1,1.8300840639548146,1,0,0
34_chr11,1.639635655072424,1,0,0
34_chr17,1.6515267696058114,1,0,0
34_chr2,1.739956130141644,1,0,0
34_chr3,1.6901945189330263,1,0,0
34_chr4,1.6635689618373102,1,0,0
350_chr1,1.8216555781216945,1,0,0
350_chr11,1.6155070422290247,1,0,0
350_chr17,1.6429663002001658,1,0,0
350_chr2,1.7164108008381669,1,0,0
350_chr3,1.666442781379039,1,0,0
350_chr4,1.6218792042124106,1,0,0
351_chr1,1.8246314135245805,1,0,0
351_chr11,1.6255876731852767,1,0,0
351_chr17,1.641863663944111,1,0,0
351_chr2,1.7218217550180943,0,0,0
351_chr3,1.6792050217206924,1,0,0
351_chr4,1.641863663944111,1,0,0
352_chr1,1.8042389474544507,1,0,0
352_chr11,1.5677385634836343,1,0,0
352_chr17,1.6243607736485148,3,0,0
352_chr2,1.6852181727139932,1,0,0
352_chr3,1.6218792042124106,3,0,1
352_chr4,1.5271796258079011,1,0,0
353_chr1,1.8256093633196335,1,0,0
353_chr11,1.6243607736485148,1,0,0
353_chr17,1.640753481184427,1,0,0
353_chr2,1.7244565609458455,1,0,0
353_chr3,1.672952691374451,1,0,0
353_chr4,1.6385100869349585,1,0,0
354_chr1,1.8203122808251364,1,0,0
354_chr11,1.6180854379591356,1,0,0
354_chr17,1.640753481184427,1,0,0
354_chr2,1.7071867066117268,1,0,0
354_chr3,1.6654905987582682,1,0,0
354_chr4,1.6292143487645936,1,0,0
355_chr1,1.8108906498280444,1,0,0
355_chr11,1.599137017997089,1,0,0
355_chr17,1.6373766762290247,1,0,0
355_chr2,1.7150274529696439,1,0,0
355_chr3,1.6429663002001658,1,0,0
355_chr4,1.572832342456985,1,0,0
356_chr1,1.8168963237306681,0,0,0
356_chr11,1.6155070422290247,0,0,0
356_chr17,1.640753481184427,0,0,0
356_chr2,1.6973728737148535,0,0,0
356_chr3,1.6606423387649303,1,0,0
356_chr4,1.606153850141491,1,0,0
357_chr1,1.7462984806557587,1,0,0
357_chr11,1.4717169160496426,1,0,0
357_chr13,1.2337220363428747,1,0,0
357_chr17,1.5159789342503565,1,0,0
357_chr2,1.5947817710037706,1,0,0
357_chr3,1.53975317897557,1,0,0
357_chr4,1.5040351003996315,1,0,0
357_chrX,1.2839620094543296,1,0,0
358_chr1,1.8179299142439982,4,0,0
358_chr11,1.60056406759735,0,0,0
358_chr12,1.6566548425881231,1,0,1
358_chr17,1.6231246605584686,0,0,0
358_chr2,1.7150274529696439,0,0,0
358_chr3,1.6616238585115888,0,0,0
358_chr4,1.612887921665338,1,0,0
358_chr6,1.6155070422290247,1,0,1
358_chrX,1.55523479881416,1,0,0
359_chr1,1.8148059394132667,1,0,0
359_chr11,1.6047738008405017,1,0,0
359_chr17,1.6218792042124106,1,0,0
359_chr2,1.7034857400507994,1,0,0
359_chr3,1.6586610167850495,1,0,0
359_chr4,1.6088802117007757,1,0,0
35_chr1,1.8682531732300711,1,0,0
35_chr11,1.6973728737148535,1,0,0
35_chr17,1.7071867066117268,1,0,0
35_chr2,1.796061199144026,1,0,0
35_chr22,1.5314704927383054,0,0,0
35_chr3,1.7865304148526806,1,0,0
35_chr4,1.7534605989414096,1,0,0
35_chr7,1.6965914837958764,1,0,0
360_chr1,1.8265804690638883,2,0,0
360_chr11,1.6155070422290247,1,0,0
360_chr17,1.639635655072424,1,0,0
360_chr2,1.7314739779080859,1,0,0
360_chr3,1.6818103694507691,1,0,0
360_chr4,1.6429663002001658,1,0,0
360_chr5,1.6747645128995639,1,0,0
360_chrX,1.5793972284736488,1,0,0
361_chr1,1.7623306769684906,1,0,0
361_chr11,1.5089076184613552,1,0,0
361_chr17,1.53975317897557,1,0,0
361_chr2,1.633928354228994,1,0,0
361_chr3,1.606153850141491,1,0,0
361_chr4,1.5495881581091657,1,0,0
362_chr1,1.813394809785247,1,0,0
362_chr11,1.590311111517258,1,0,0
362_chr17,1.6206242722269526,1,0,0
362_chr19,1.3308317646057786,1,0,0
362_chr2,1.6950167820135742,1,0,0
362_chr3,1.654623228243748,1,0,0
362_chr4,1.612887921665338,1,0,0
362_chr8,1.5533727917527633,1,0,1
363_chr1,1.8137489263797582,1,0,0
363_chr11,1.5947817710037706,1,0,0
363_chr17,1.6362353204949376,1,0,0
363_chr2,1.7093652239769999,1,0,0
363_chr3,1.6483695513605736,1,0,0
363_chr4,1.5857192195601266,1,0,0
364_chr1,1.8272241149214201,1,0,0
364_chr11,1.6327625287522542,1,0,0
364_chr17,1.6440614850208792,1,0,0
364_chr2,1.7333324067158664,3,0,1
364_chr3,1.6852181727139932,1,0,0
365_chr1,1.8196357455690675,1,0,0
365_chr11,1.6268054862616488,1,0,0
365_chr17,1.6429663002001658,1,0,0
365_chr2,1.7308493614553722,1,0,0
365_chr3,1.6692655480168836,1,0,0
365_chr4,1.6440614850208792,1,0,0
365_chrX,1.5793972284736488,1,0,0
366_chr1,1.8179299142439982,1,0,0
366_chr11,1.6206242722269526,1,0,0
366_chr17,1.6385100869349585,1,0,0
366_chr2,1.7289598092914389,1,0,0
366_chr3,1.672952691374451,1,0,0
366_chr4,1.6440614850208792,1,0,0
367_chr1,1.8179299142439982,1,0,0
367_chr11,1.6218792042124106,1,0,0
367_chr17,1.6350859153080564,1,0,0
367_chr2,1.7283246555495033,1,0,0
367_chr3,1.6711198562827467,1,0,0
367_chr4,1.6440614850208792,1,0,0
368_chr11,1.6206242722269526,0,0,0
368_chr17,1.6350859153080564,2,0,0
368_chr2,1.729592297654431,0,0,0
368_chr9,1.5761462244678353,1,0,0
369_chr1,1.735775060181448,2,0,0
369_chr11,1.4858773557530183,1,0,0
369_chr16,1.3425100134968837,1,0,0
369_chr17,1.5744972839952205,1,0,0
369_chr19,1.1690321758870559,1,0,0
369_chr2,1.6429663002001658,1,0,0
369_chr3,1.6033822739252712,1,0,0
369_chr4,1.537718545324583,1,0,0
36_chr1,1.8687273871810708,1,0,0
36_chr11,1.6973728737148535,1,0,0
36_chr17,1.7071867066117268,1,0,0
36_chr2,1.7956597852571103,1,0,0
36_chr3,1.7861012816874497,1,0,0
36_chr4,1.7534605989414096,1,0,0
371_chr1,1.736981621182782,0,0,0
371_chr10,1.4054932385256123,2,0,1
371_chr11,1.4885839460327333,1,0,0
371_chr14,1.3691038556058743,2,0,1
371_chr16,1.3691038556058743,1,0,0
371_chr17,1.5476647089811362,3,0,1
371_chr2,1.5918145056013675,1,0,0
371_chr3,1.5711511089688401,1,0,0
371_chr4,1.4687507892374685,1,0,0
371_chr9,1.4431723270012284,1,0,1
373_chr1,1.764342099246386,1,0,0
373_chr11,1.5227830126997552,1,0,0
373_chr13,1.3691038556058743,1,0,0
373_chr14,1.3788396218579066,2,0,1
373_chr17,1.5677385634836343,1,0,0
373_chr2,1.6327625287522542,1,0,0
373_chr3,1.5933046536324995,1,0,0
373_chr4,1.493880539808272,1,0,0
373_chrX,1.396999671219974,1,0,0
375_chr1,1.7501980023354358,2,0,0
375_chr12,1.6168012568351087,2,0,1
375_chr14,1.4012920835590674,1,0,0
375_chr17,1.5777794472527427,3,0,1
375_chr2,1.6429663002001658,1,0,0
375_chr3,1.606153850141491,3,0,0
375_chr4,1.524994838195378,2,0,1
375_chr7,1.493880539808272,3,0,1
376_chr1,1.8175862328301113,1,0,0
376_chr11,1.6180854379591356,1,0,0
376_chr17,1.633928354228994,1,0,0
376_chr2,1.7264029897812705,1,0,0
376_chr3,1.6711198562827467,1,0,0
376_chr4,1.6373766762290247,1,0,0
377_chr1,1.827864784902705,1,0,0
377_chr11,1.6292143487645936,1,0,0
377_chr17,1.639635655072424,1,0,0
377_chr2,1.7320960110184258,1,0,0
377_chr3,1.6800782821876006,1,0,0
377_chr4,1.6440614850208792,1,0,0
377_chrX,1.5809998372418241,1,0,0
378_chr1,1.816202993224072,5,0,0
378_chr10,1.60056406759735,2,0,0
378_chr11,1.6155070422290247,3,0,0
378_chr17,1.6327625287522542,1,0,0
378_chr2,1.7224847649939812,1,0,0
378_chr3,1.6683301937789266,1,0,0
378_chr4,1.6218792042124106,1,0,0
378_chr7,1.582587535887981,3,0,0
379_chr1,1.8148059394132667,1,0,0
379_chr11,1.6033822739252712,1,0,0
379_chr17,1.6218792042124106,1,0,0
379_chr2,1.698923917545755,1,0,0
379_chr3,1.6535976917010051,1,0,0
379_chr4,1.599137017997089,1,0,0
379_chr5,1.6462298719826172,1,0,1
379_chrX,1.5533727917527633,1,0,0
37_chr1,1.8294536087185542,1,0,0
37_chr11,1.639635655072424,1,0,0
37_chr17,1.6494288456372879,1,0,0
37_chr2,1.7387734191348363,1,0,0
37_chr3,1.6893760735113401,1,0,0
37_chr4,1.6606423387649303,1,0,0
380_chr1,1.8068631459629139,1,0,0
380_chr11,1.6168012568351087,0,0,0
380_chr12,1.6566548425881231,1,0,0
380_chr17,1.611562712266506,1,0,0
380_chr19,1.3588769911382217,1,0,0
380_chr2,1.7170977932016505,1,0,0
380_chr3,1.6462298719826172,1,0,0
380_chr4,1.6155070422290247,1,0,0
381_chr1,1.8123270638121716,1,0,0
381_chr11,1.614202647204422,1,0,0
381_chr12,1.6654905987582682,1,0,0
381_chr17,1.61935972946482,1,0,0
381_chr2,1.7204869760912846,1,0,0
381_chr3,1.654623228243748,1,0,0
381_chr4,1.6255876731852767,1,0,0
382_chr1,1.8297691956748992,1,0,0
382_chr11,1.633928354228994,0,0,0
382_chr17,1.6350859153080564,1,0,0
382_chr2,1.734558705334726,0,0,0
382_chr3,1.6885533075517642,1,0,0
382_chr4,1.6566548425881231,1,0,0
383_chr1,1.8300840639548146,1,0,0
383_chr11,1.633928354228994,1,0,0
383_chr17,1.6350859153080564,1,0,0
